Symbol,Description,Sector,Industry
CHCI,"Comstock Holding Companies, Inc.",Consumer durables,Homebuilding
MCRAA,"McRae Industries, Inc.",Consumer non-durables,Apparel/Footwear
COGZF,Cogstate Ltd.,Commercial services,Miscellaneous commercial services
PMTYF,Playmates Toys Ltd.,Consumer durables,Other consumer specialties
DDEJF,Dundee Corp.,Finance,Investment managers
EVF,Eaton Vance Senior Income Trust,Miscellaneous,Investment trusts/Mutual funds
OVBC,Ohio Valley Banc Corp.,Finance,Regional banks
IMPP,Imperial Petroleum Inc.,Transportation,Marine shipping
IMPPP,Imperial Petroleum Inc. - 8.75% Series A Cumulative Redeemable Perpetual Preferred Shares,Transportation,Marine shipping
ZBAO,Zhibao Technology Inc.,Finance,Insurance brokers/Services
TPZ,"Tortoise Power and Energy Infrastructure Fund, Inc",Miscellaneous,Investment trusts/Mutual funds
TLGYU,TLGY Acquisition Corporation,Finance,Financial conglomerates
TLGY,TLGY Acquisition Corporation,Finance,Financial conglomerates
CBBI,"CBB Bancorp, Inc.",Finance,Regional banks
CHBH,"Croghan Bancshares, Inc.",Finance,Regional banks
QUIK,QuickLogic Corporation,Electronic technology,Semiconductors
SFWL,Shengfeng Development Limited,Transportation,Air freight/Couriers
PSBQ,PSB Holdings Inc.,Finance,Major banks
SRTS,"Sensus Healthcare, Inc.",Health technology,Medical specialties
SABK,"South Atlantic Bancshares, Inc.",Finance,Regional banks
KEQU,Kewaunee Scientific Corporation,Health technology,Medical specialties
TYFG,Tri County Financial Group Inc.,Finance,Regional banks
FHGDF,Founder Holdings Ltd.,Technology services,Packaged software
SOME,Somerset Trust Holding Co.,Finance,Regional banks
PBNK,Pinnacle Bank,Finance,Regional banks
KF,"Korea Fund, Inc. (The) New",Miscellaneous,Investment trusts/Mutual funds
CVGI,"Commercial Vehicle Group, Inc.",Producer manufacturing,Trucks/Construction/Farm machinery
HNW,"Pioneer Diversified High Income Fund, Inc.",Miscellaneous,Investment trusts/Mutual funds
BOWNU,Bowen Acquisition Corp,Finance,Financial conglomerates
FOTB,First Ottawa Bancshares,Finance,Major banks
CSBB,"CSB Bancorp, Inc.",Finance,Regional banks
CRAWA,Crawford United Corporation,Producer manufacturing,Industrial machinery
PPIH,"Perma-Pipe International Holdings, Inc.",Producer manufacturing,Industrial machinery
MVO,MV Oil Trust,Miscellaneous,Investment trusts/Mutual funds
NOBH,"Nobility Homes, Inc.",Consumer durables,Homebuilding
ERH,Allspring Utilities and High Income Fund,Miscellaneous,Investment trusts/Mutual funds
DIMC,"Dimeco, Inc.",Finance,Regional banks
RUBLF,RUBELLITE ENERGY INC.,Energy minerals,Integrated oil
BMBN,"Benchmark Bankshares, Inc.",Finance,Regional banks
SBKO,"Summit Bank Group, Inc.",Finance,Regional banks
FRD,Friedman Industries Inc.,Non-energy minerals,Steel
JLS,Nuveen Mortgage and Income Fund,Miscellaneous,Investment trusts/Mutual funds
OPOF,Old Point Financial Corporation,Finance,Major banks
BOWN,Bowen Acquisition Corp,Finance,Financial conglomerates
SIEB,Siebert Financial Corp.,Finance,Investment banks/Brokers
IHD,Voya Emerging Markets High Income Dividend Equity Fund,Miscellaneous,Investment trusts/Mutual funds
ENBP,ENB Financial Corp.,Finance,Major banks
LTMCF,Lithium Chile Inc.,Non-energy minerals,Other metals/Minerals
KROEF,KR1 PLC,Technology services,Information technology services
YLWDF,Yellow Pages Ltd.,Technology services,Internet software/Services
WTLLF,Water Intelligence PLC,Industrial services,Engineering & construction
BIOYF,BioSyent Inc.,Health technology,Pharmaceuticals: major
CBAT,"CBAK Energy Technology, Inc.",Producer manufacturing,Electrical products
PFXNZ,PhenixFIN Corporation - 5.25% Notes due 2028,Miscellaneous,Investment trusts/Mutual funds
PFX,PhenixFIN Corporation,Miscellaneous,Investment trusts/Mutual funds
SOWG,Sow Good Inc.,Consumer non-durables,Food: specialty/candy
ORMP,Oramed Pharmaceuticals Inc.,Health technology,Pharmaceuticals: major
DEDVF,DECISIVE DIVID CORP.,Producer manufacturing,Building products
IH,iHuman Inc.,Technology services,Internet software/Services
BKTI,BK Technologies Corporation,Electronic technology,Telecommunications equipment
CYVF,Crystal Valley Financial Corp.,Finance,Regional banks
ETOLF,"Enterprise Group, Inc.",Finance,Finance/Rental/Leasing
PBNC,PB Financial Corporation,Finance,Regional banks
CMTV,Community Bancorp.,Finance,Major banks
PGP,Pimco Global StocksPlus & Income Fund,Miscellaneous,Investment trusts/Mutual funds
SCZMF,Santacruz Silver Mining Ltd.,Non-energy minerals,Precious metals
VGI,Virtus Global Multi-Sector Income Fund,Miscellaneous,Investment trusts/Mutual funds
STG,Sunlands Technology Group,Commercial services,Miscellaneous commercial services
TTP,"Tortoise Pipeline & Energy Fund, Inc.",Miscellaneous,Investment trusts/Mutual funds
FFDF,FFD Financial Corp.,Finance,Savings banks
CPKF,"Chesapeake Financial Shares, Inc.",Finance,Regional banks
BUKS,Butler National Corp.,Electronic technology,Aerospace & defense
ALAR,Alarum Technologies Ltd.,Technology services,Information technology services
ESP,Espey Mfg. & Electronics Corp.,Electronic technology,Electronic components
PLSDF,Pulse Seismic Inc.,Industrial services,Oilfield services/Equipment
XFOR,"X4 Pharmaceuticals, Inc.",Health technology,Biotechnology
STRW,"Strawberry Fields REIT, Inc.",Finance,Real estate investment trusts
PMHG,Prime Meridian Holding Co.,Finance,Regional banks
BOID,Bank of Idaho Holding Co.,Finance,Regional banks
JFBC,Jeffersonville Bancorp,Finance,Regional banks
LUCMF,LUCA MINING CORP.,Non-energy minerals,Precious metals
CNBB,CNB Community Bancorp Inc.,Finance,Major banks
PFBX,Peoples Financial Corp.,Finance,Regional banks
VOC,VOC Energy Trust,Miscellaneous,Investment trusts/Mutual funds
SRBIF,Serabi Gold Plc,Non-energy minerals,Precious metals
HARL,Harleysville Financial Corp.,Finance,Savings banks
MRTI,"Maxus Realty Trust, Inc.",Finance,Real estate investment trusts
KTHN,Katahdin Bankshares Corp.,Finance,Regional banks
IREHF,Integrated Research Ltd.,Technology services,Packaged software
KISB,"Kish Bancorp, Inc.",Finance,Regional banks
CYBL,Cyberlux Corp.,Producer manufacturing,Electrical products
JDVB,"JD Bancshares, Inc.",Finance,Regional banks
JEQ,"abrdn Japan Equity Fund, Inc.",Miscellaneous,Investment trusts/Mutual funds
SOMC,"Southern Michigan Bancorp, Inc.",Finance,Regional banks
FSRL,"First Reliance Bancshares, Inc.",Finance,Regional banks
MDPEF,MEDPEER INC.,Technology services,Information technology services
ANLDF,Anfield Energy Inc.,Non-energy minerals,Other metals/Minerals
VGZ,Vista Gold Corp,Non-energy minerals,Precious metals
HMFAF,Hammond Manufacturing Company Limited,Producer manufacturing,Electrical products
UTGN,"UTG, Inc.",Finance,Life/Health insurance
UBCP,"United Bancorp, Inc.",Finance,Regional banks
OFED,Oconee Federal Financial Corp.,Finance,Savings banks
OXBC,Oxford Bank Corporation,Finance,Regional banks
VLT,Invesco High Income Trust II,Miscellaneous,Investment trusts/Mutual funds
RSKIA,"Risk (GEORGE) Industries, Inc.",Electronic technology,Computer peripherals
SUMXF,Supremex Inc.,Consumer non-durables,Consumer sundries
SDIIF,Scientific Digital Imaging PLC,Electronic technology,Electronic equipment/Instruments
BKSC,Bank of South Carolina Corp.,Finance,Regional banks
RGT,"Royce Global Trust, Inc.",Miscellaneous,Investment trusts/Mutual funds
FCOB,"1st Colonial Bancorp, Inc.",Finance,Regional banks
ELTK,Eltek Ltd.,Electronic technology,Electronic components
MCCRF,"McCoy Global, Inc.",Industrial services,Oilfield services/Equipment
PGZ,Principal Real Estate Income Fund,Miscellaneous,Investment trusts/Mutual funds
IBTN,"InsCorp, Inc.",Finance,Regional banks
PYFRF,"Payfare, Inc.",Commercial services,Miscellaneous commercial services
GLE,Global Engine Group Holding Limited,Technology services,Packaged software
TRVR,"Two Rivers Financial Group, Inc.",Finance,Regional banks
APTL,Alaska Power & Telephone Co.,Utilities,Alternative power generation
FABP,Farmers Bancorp,Finance,Regional banks
VTSI,"VirTra, Inc.",Technology services,Information technology services
SLBK,Skyline Bankshares Inc.,Finance,Major banks
CEE,"The Central and Eastern Europe Fund, Inc. (The)",Miscellaneous,Investment trusts/Mutual funds
SEBC,Southeastern Banking Corp.,Finance,Regional banks
SOTK,Sono-Tek Corporation,Producer manufacturing,Industrial machinery
STCN,"Steel Connect, Inc. Common Stock",Commercial services,Advertising/Marketing services
MPCB,Mountain Pacific Bancorp Inc.,Finance,Regional banks
FUSB,"First US Bancshares, Inc.",Finance,Regional banks
CZBT,"Citizens Bancorp of Virginia, Inc.",Finance,Regional banks
CPTP,"Capital Properties, Inc.",Finance,Real estate development
DTIL,"Precision BioSciences, Inc.",Health technology,Biotechnology
NDP,"Tortoise Energy Independence Fund, Inc.",Miscellaneous,Investment trusts/Mutual funds
PPBN,Pinnacle Bankshares Corp.,Finance,Major banks
LGCY,Legacy Education Inc.,Consumer services,Other consumer services
UBOH,"United Bancshares, Inc.",Finance,Regional banks
CLLEF,Challenger Gold Limited,Non-energy minerals,Precious metals
SPRO,"Spero Therapeutics, Inc.",Health technology,Biotechnology
NWPP,"New Peoples Bankshares, Inc.",Finance,Regional banks
HGBL,Heritage Global Inc.,Finance,Investment banks/Brokers
BLHK,BlueHarbor Bank (Mooresville NC),Finance,Regional banks
TORO,Toro Corp.,Transportation,Marine shipping
CCNB,Coastal Carolina Bancshares Inc,Finance,Major banks
JBTC,JBT Bancorp Inc.,Finance,Regional banks
APT,"Alpha Pro Tech, Ltd.",Process industries,Industrial specialties
JUVF,Juniata Valley Financial Corp.,Finance,Regional banks
BORT,"Bank of Botetourt (Buchanan, VA)",Finance,Regional banks
LOAN,"Manhattan Bridge Capital, Inc",Finance,Real estate investment trusts
UWHR,Uwharrie Capital Corp,Finance,Regional banks
PTBS,"Potomac Bancshares, Inc.",Finance,Regional banks
BOTJ,"Bank of the James Financial Group, Inc.",Finance,Regional banks
RVCB,River Valley Community Bancorp,Finance,Regional banks
EEA,"The European Equity Fund, Inc.",Miscellaneous,Investment trusts/Mutual funds
BSFO,Bank of San Francisco,Finance,Regional banks
PNPFF,Pinetree Capital Ltd.,Finance,Financial conglomerates
CRT,Cross Timbers Royalty Trust,Miscellaneous,Investment trusts/Mutual funds
RSF,RiverNorth Capital and Income Fund,Miscellaneous,Investment trusts/Mutual funds
FGB,First Trust Specialty Finance and Financial Opportunities Fund,Miscellaneous,Investment trusts/Mutual funds
CBKM,"Consumers Bancorp, Inc.",Finance,Major banks
WFCF,"Where Food Comes From, Inc.",Commercial services,Miscellaneous commercial services
UG,"United-Guardian, Inc.",Process industries,Chemicals: specialty
MICFF,Mint Income Fund,Miscellaneous,Investment trusts/Mutual funds
PRTT,Protect Pharmaceutical Corp,Transportation,Airlines
NACB,NATIONAL CAP BANCORP INC.,Finance,Major banks
SGRP,"SPAR Group, Inc.",Commercial services,Advertising/Marketing services
BURCA,"Burnham Holdings, Inc.",Producer manufacturing,Industrial machinery
BDCO,Blue Dolphin Energy Co.,Energy minerals,Oil refining/Marketing
MJGCF,Majestic Gold Corp.,Non-energy minerals,Precious metals
BEWFF,BeWhere Holdings Inc.,Non-energy minerals,Other metals/Minerals
OPXS,"Optex Systems Holdings, Inc.",Electronic technology,Electronic components
ORPB,Oregon Pacific Bancorp,Finance,Regional banks
BTQNF,"BQE Water, Inc.",Commercial services,Miscellaneous commercial services
PPLL,"Peoples, Ltd.",Finance,Regional banks
UNBSF,"Uni Bio Science Group, Ltd.",Health technology,Medical specialties
RGS,Regis Corporation,Consumer services,Other consumer services
PVL,Permianville Royalty Trust Trust,Miscellaneous,Investment trusts/Mutual funds
HDRSF,Highland Copper Company Inc.,Non-energy minerals,Other metals/Minerals
BKOR,"Oak Ridge Financial Services, Inc.",Finance,Regional banks
HOUR,"Hour Loop, Inc.",Retail trade,Internet retail
CIZN,Citizens Holding Co.,Finance,Regional banks
FFWC,FFW Corporation,Finance,Regional banks
CTUY,Century Next Financial Corp,Finance,Savings banks
FSI,Flexible Solutions International Inc.,Process industries,Chemicals: major diversified
MBNKP,"Medallion Bank - Fixed-to-Floating Rate Non-Cumulative Perpetual Preferred Stock, Series F",Finance,Regional banks
FMFG,"Farmers and Merchants Bancshares, Inc.",Finance,Regional banks
CRWS,"Crown Crafts, Inc.",Consumer durables,Home furnishings
PXS,Pyxis Tankers Inc.,Transportation,Marine shipping
NCSM,"NCS Multistage Holdings, Inc.",Industrial services,Oilfield services/Equipment
RECT,Rectitude Holdings Ltd,Distribution services,Wholesale distributors
CMHF,"Community Heritage Financial, Inc.",Finance,Regional banks
OPHC,"OptimumBank Holdings, Inc.",Finance,Regional banks
GCEH,"Global Clean Energy Holdings, Inc.",Process industries,Chemicals: specialty
SVBT,SVB&T Corporation,Finance,Regional banks
CANOF,California Nanotechnologies Corp,Health technology,Biotechnology
MIFF,"Mifflinburg Bancorp, Inc.",Finance,Regional banks
ETST,"Earth Science Tech, Inc.",Health technology,Pharmaceuticals: other
FRSB,FIRST RESOURCE BANCORP INC.,Finance,Regional banks
CIIT,Tianci International Inc.,Finance,Financial conglomerates
FBVI,FCN Banc Corp,Finance,Major banks
NIDB,"Northeast Indiana Bancorp, Inc.",Finance,Regional banks
ASPZ,"Asia Properties, Inc.",Finance,Real estate development
WSZWF,Wesizwe Platinum,Non-energy minerals,Other metals/Minerals
CVU,"CPI Aerostructures, Inc.",Electronic technology,Aerospace & defense
UCL,uCloudlink Group Inc.,Technology services,Information technology services
HFBK,Harford Bank of Aberdeen,Finance,Regional banks
RAVE,"Rave Restaurant Group, Inc.",Consumer services,Restaurants
LSFG,"Lifestore Financial Group, Inc.",Finance,Regional banks
OAKV,OAK VIEW BANKSHARES INC.,Finance,Major banks
RAND,Rand Capital Corporation,Finance,Investment managers
CCBC,Chino Commercial Bancorp,Finance,Major banks
EFIN,Eastern Michigan Financial Corp.,Finance,Regional banks
GLBXF,Globex Mining Enterprises Inc.,Non-energy minerals,Precious metals
SLRK,"Solera National Bancorp, Inc.",Finance,Major banks
CIWV,Citizens Financial Corp. (WV),Finance,Regional banks
GKPRF,Gatekeeper Systems Inc.,Electronic technology,Telecommunications equipment
PXHI,"PhoneX Holdings, Inc.",Technology services,Information technology services
AATC,Autoscope Technologies Corporation,Technology services,Packaged software
RWCB,Redwood Capital Bancorp (CA),Finance,Regional banks
BWEN,"Broadwind, Inc.",Producer manufacturing,Electrical products
MPAD,"Micropac Industries, Inc.",Electronic technology,Electronic components
DSWL,"Deswell Industries, Inc.",Producer manufacturing,Industrial machinery
EAGRF,EAST SIDE GAMES GROUP INC.,Technology services,Packaged software
TMAK,"Touchmark Bancshares, Inc.",Finance,Major banks
MNDO,MIND C.T.I. Ltd.,Technology services,Packaged software
NRT,North European Oil Royality Trust,Miscellaneous,Investment trusts/Mutual funds
GRF,"Eagle Capital Growth Fund, Inc.",Miscellaneous,Investment trusts/Mutual funds
GVYB,GOLDEN VY BANCSHARES INC.,Finance,Regional banks
ZMDTF,Zoomd Technologies Ltd.,Technology services,Packaged software
CEFC,Commercial National Financial Corp (MI),Finance,Regional banks
CTRM,Castor Maritime Inc.,Transportation,Marine shipping
CMUV,CMUV Bancorp,Finance,Regional banks
DUTV,"Digital Utilities Ventures, Inc.",Finance,Financial conglomerates
RBAZ,RBAZ BANCORP INC,Finance,Regional banks
CYSNF,C-COM Satellite Systems Inc.,Electronic technology,Telecommunications equipment
NSYS,Nortech Systems Incorporated,Health technology,Medical specialties
SODI,"Solitron Devices, Inc.",Electronic technology,Semiconductors
SSLCF,SIMPLY SOLVENTLESS CONCENTRATES LTD.,Health technology,Pharmaceuticals: major
GLGI,"Greystone Logistics, Inc.",Producer manufacturing,Miscellaneous manufacturing
CIF,MFS Intermediate High Income Fund,Miscellaneous,Investment trusts/Mutual funds
NISN,"NiSun Intl Enterprise Development Group Co, Ltd",Producer manufacturing,Industrial machinery
ELRFF,Eastern Platinum Ltd.,Non-energy minerals,Other metals/Minerals
AXIL,"AXIL Brands, Inc.",Consumer non-durables,Household/Personal care
MBXBF,Microbix Biosystems Inc.,Health technology,Biotechnology
HCBN,H.C.B. Financial Corp.,Finance,Regional banks
PCSV,"PCS Edventures!.com, Inc.",Commercial services,Miscellaneous commercial services
CRMZ,"CreditRiskMonitor.com, Inc.",Commercial services,Financial publishing/Services
URLOF,NameSilo Technologies Corp.,Technology services,Data processing services
CTXXF,Cematrix Corp,Non-energy minerals,Construction materials
CHR,"Cheer Holding, Inc.",Technology services,Internet software/Services
BIRMF,"Biorem, Inc.",Producer manufacturing,Industrial machinery
PCLB,"Pinnacle Bancshares, Inc.",Finance,Regional banks
LRE,"Lead Real Estate Co., Ltd",Finance,Real estate development
MNGGF,Mongolia Growth Group Ltd.,Finance,Real estate development
AMEN,"AMEN Properties, Inc.",Miscellaneous,Investment trusts/Mutual funds
RAY,Raytech Holding Limited,Consumer durables,Electronics/Appliances
VASO,Vaso Corporation,Technology services,Information technology services
ELMA,"Elmer Bancorp, Inc.",Finance,Major banks
RNGE,Range Impact Inc.,Health technology,Biotechnology
PSHG,Performance Shipping Inc.,Transportation,Marine shipping
TMGEF,Thermal Energy International Inc.,Producer manufacturing,Industrial machinery
FBPA,Farmers Bank of Appomattox (VA),Finance,Regional banks
